_orig_index,text,clean_text_sample,text_sentiment
667,Don__ worry everyone. They__e just trying to drain as much money out of the stock market with pump and dumps until they are satisfied with letting it crash #stockmarketcrash,Don__ worry everyone. They__e just trying to drain as much money out of the stock market with pump and dumps until they are satisfied with letting it crash #stockmarketcrash,2
668,Donde estÃ¡n quienes me criticaban en redes? En mis videos de YouTube por decir que #btc #ponzi iba a caer de los $60k a los $29k de nuevo? Que estÃ¡bamos en #bearmarket ... los leo______,Donde estÃ¡n quienes me criticaban en redes? En mis videos de YouTube por decir que #btc #ponzi iba a caer de los $60k a los $29k de nuevo? Que estÃ¡bamos en #bearmarket ... los leo______,0
669,Dow Jones and Nasdaq each showing fall of more than 3%. S&amp;P 500 entered bear market territory today. Dark Times ahead. Save your position and do not invest too much now. #NASDAQ #DowJones #stockmarketcrash #Nifty,Dow Jones and Nasdaq each showing fall of more than 3%. S&amp;P 500 entered bear market territory today. Dark Times ahead. Save your position and do not invest too much now. #NASDAQ #DowJones #stockmarketcrash #Nifty,1
670,"Down bad on the bear market?

Need some new frens &amp; a community to build with in tough times?

#Uponlytoken

Now on Pancakeswap and coming soon to other swaps!

#bscgem #bearmarket  #plebs #1000X #notameme #lifestyle #PancakeSwap #buythedip",Down bad on the bear market? Need some new frens &amp; a community to build with in tough times? #Uponlytoken Now on Pancakeswap and coming soon to other swaps! #bscgem #bearmarket #plebs #1000X #notameme #lifestyle #PancakeSwap #buythedip,2
671,"During a #bearmarket high quality projects will survive. The ones that are building and innovating withouth the noise of a bullrun are the real deal.

Hype is over and #fundamentals are finally as  important as they should be __

@radixdlt $XRD #NFA _

#radix4thewin #radix",During a #bearmarket high quality projects will survive. The ones that are building and innovating withouth the noise of a bullrun are the real deal. Hype is over and #fundamentals are finally as important as they should be __ <USER> <TICKER> #NFA _ #radix4thewin #radix,1
672,"During a bear market, nothing is more important than cash. And it's not hard to understand the basics of why...#cryptotrading #cash #Bears #bearmarket","During a bear market, nothing is more important than cash. And it's not hard to understand the basics of why...#cryptotrading #cash #Bears #bearmarket",2
673,During this Market Crash I'm shaping my portfolio to only include the projects I really believe in longterm. Not too many speculative ones left right now for me. #lowimpactchannel #defi #cryptocurrency #btc #CRO #crypto #bearmarket #marketcrash,During this Market Crash I'm shaping my portfolio to only include the projects I really believe in longterm. Not too many speculative ones left right now for me. #lowimpactchannel #defi #cryptocurrency #btc #CRO #crypto #bearmarket #marketcrash,2
674,"ETH staying over $1000 or dropping to triple digits? __

$eth #BullMarket #bearmarket",ETH staying over $1000 or dropping to triple digits? __ <TICKER> #BullMarket #bearmarket,0
675,ETH was mad at SOL for producing knock offs and now look at us __§¸__ #BearMarket,ETH was mad at SOL for producing knock offs and now look at us __§ ̧__ #BearMarket,2
676,"Ek mehenge hathiyaar bechega. 

Dusra mehengi gas bechega. 

Baaki puri duniya bikegi.

#worldwar3 #stockmarketcrash",Ek mehenge hathiyaar bechega. Dusra mehengi gas bechega. Baaki puri duniya bikegi. #worldwar3 #stockmarketcrash,0
677,"En mi opiniÃ³n todas esas #Criptomonedas que solucionan los mismos problemas que otras son un cazador furtivo. 

En este #bearmarket Â¿Eres la presa?",En mi opiniÃ3n todas esas #Criptomonedas que solucionan los mismos problemas que otras son un cazador furtivo. En este #bearmarket Â¿Eres la presa?,0
678,"EnquÃªte van Bank of America toont aan dat consumenten nog niet klaar zijn met crypto.

De cryptowinter lijkt eng, maar volgens een onderzoek van Bank of America zien veel mensen het als een investeringsmogelijkheid.

#cryptowinter #bankofamerica #BearMarket2022","EnquÃate van Bank of America toont aan dat consumenten nog niet klaar zijn met crypto. De cryptowinter lijkt eng, maar volgens een onderzoek van Bank of America zien veel mensen het als een investeringsmogelijkheid. #cryptowinter #bankofamerica #BearMarket2022",0
679,"Equity or FNO? What do you prefer?

#equity #fno #stockmarketcrash #stockmarket #indianmarket",Equity or FNO? What do you prefer? #equity #fno #stockmarketcrash #stockmarket #indianmarket,0
680,"Es claro que el #BearMarket crea el #DIP y con los beneficios obtenidos este se transforma en un #BullMarket mÃ¡s frenÃ©tico, mÃ¡s seguro y mÃ¡s alcista.","Es claro que el #BearMarket crea el #DIP y con los beneficios obtenidos este se transforma en un #BullMarket mÃ¡s frenÃ©tico, mÃ¡s seguro y mÃ¡s alcista.",0
681,"Este aÃ±o nos vendieron que #BTC iba a pumpear fuerte, pero creo que se darÃ¡ el escenario contrario, no veo mucha liquidez y menos las correcciones que se han pronosticado... #bearmarket","Este aÃ±o nos vendieron que #BTC iba a pumpear fuerte, pero creo que se darÃ¡ el escenario contrario, no veo mucha liquidez y menos las correcciones que se han pronosticado... #bearmarket",2
682,"Even Stock market is Red on valentine _¤ï__¤£

#ValentinesDay2022 #stockmarketcrash",Even Stock market is Red on valentine _¤ï__¤£ #ValentinesDay2022 #stockmarketcrash,0
683,"Even in a Bear Market Unapologetic Apes are worth the $$$ they cost to purchase one. 
We offer our Buyers more than amazing art. 
We offer a community like no other!
Long Term Plans for a Long Term #HODL 

#NFTCommunity #NFTGiveaway #NFT #cryptocurrency #CryptoMarket #BearMarket",Even in a Bear Market Unapologetic Apes are worth the $$$ they cost to purchase one. We offer our Buyers more than amazing art. We offer a community like no other! Long Term Plans for a Long Term #HODL #NFTCommunity #NFTGiveaway #NFT #cryptocurrency #CryptoMarket #BearMarket,1
684,"Every Swing trader is now a long term investor __
#stockmarketcrash",Every Swing trader is now a long term investor __ #stockmarketcrash,0
685,"Every dip and sip in this panic time will be rewarded with gloryfying Greenery and love.

Buy right, seat tight.

#14February 
#stockmarketcrash","Every dip and sip in this panic time will be rewarded with gloryfying Greenery and love. Buy right, seat tight. #14February #stockmarketcrash",1
686,"Every other #MarketAnalyst generic statement ""Bear market ends when last bull surrenders"", but no one knows when or how to find out. #Nifty #BankNifty #bearmarket #bullmarket","Every other #MarketAnalyst generic statement ""Bear market ends when last bull surrenders"", but no one knows when or how to find out. #Nifty #BankNifty #bearmarket #bullmarket",2
687,"Every time I check my Robinhood account,  I feel like crying!!! ______. What's happening with the stock market? #ROBINHOOD #stockmarketcrash","Every time I check my Robinhood account, I feel like crying!!! ______. What's happening with the stock market? #ROBINHOOD #stockmarketcrash",2
688,"Everyone after seeing Market falling each day, bhai VPF PPF NSC FD best investment instrument hai ______
#stockmarketcrash","Everyone after seeing Market falling each day, bhai VPF PPF NSC FD best investment instrument hai ______ #stockmarketcrash",1
689,"Everyone asking where to invest in this #bearmarket. Here is the answer:

Yourself.

#Invest in your #education, cristalize your learnings, expand your hands on knowledge, get your body in shape, and build mental fortitude and discipline.

#Crypto #Bitcoin","Everyone asking where to invest in this #bearmarket. Here is the answer: Yourself. #Invest in your #education, cristalize your learnings, expand your hands on knowledge, get your body in shape, and build mental fortitude and discipline. #Crypto #Bitcoin",1
690,"Everyone is In panic. Market is falling terribly.
Long-term portfolio is turning into Red. 
Good opportunity to buy or Still wait for the reversal??
#bearmarket #marketcrash #BANKNIFTYFUTURE #CNBCTV18Market @nehanagarr #equity #BankNiftyOptions #ALTSEASON",Everyone is In panic. Market is falling terribly. Long-term portfolio is turning into Red. Good opportunity to buy or Still wait for the reversal?? #bearmarket #marketcrash #BANKNIFTYFUTURE #CNBCTV18Market <USER> #equity #BankNiftyOptions #ALTSEASON,2
691,"Everyone is asking me what's the lowest bottom of #StockMarket? Even I dont knw t exact number _¤·_____ï¸_hen I hav been telling since Sep2021, tat till April2022 Market will keep correcting hugely, then u shud knw, we r yet to reach t lowest. Keep investing in stages.
#stockmarketcrash","Everyone is asking me what's the lowest bottom of #StockMarket? Even I dont knw t exact number _¤·_____ï ̧_hen I hav been telling since Sep2021, tat till April2022 Market will keep correcting hugely, then u shud knw, we r yet to reach t lowest. Keep investing in stages. #stockmarketcrash",2
692,"Everyone is asking what we should during #stockmarketcrash ?
You have 2 options
1.If you have extra money invest and buy more shares at less cost
2.If you don't have money sit and enjoy your life instead of getting worried about the crash.
*In long run it will never let you down",Everyone is asking what we should during #stockmarketcrash ? You have 2 options 1.If you have extra money invest and buy more shares at less cost 2.If you don't have money sit and enjoy your life instead of getting worried about the crash. *In long run it will never let you down,1
693,"Everyone is blaming one guy (Biden), but we as Americans need to point the finger at all politician's, period. They protect the hedge funds, market makers, and the banks, while feeding all of us the illusion of a free and fair market. #Wewantfairmarkets #stockmarketcrash","Everyone is blaming one guy (Biden), but we as Americans need to point the finger at all politician's, period. They protect the hedge funds, market makers, and the banks, while feeding all of us the illusion of a free and fair market. #Wewantfairmarkets #stockmarketcrash",1
694,Everyone posting them pictures with  you're the reason the feds out here bustin down the market. I'm still gonna be here when all the PPP hustlers are out the game__ ijk __ I'm glad you're in the market too.  #pro #trader #cryptocrash #NFT #stockmarketcrash #theskyisfalling,Everyone posting them pictures with you're the reason the feds out here bustin down the market. I'm still gonna be here when all the PPP hustlers are out the game__ ijk __ I'm glad you're in the market too. #pro #trader #cryptocrash #NFT #stockmarketcrash #theskyisfalling,1
695,Everyone rooting for the crypto crash is likely learning today that the stock market and crypto market behave similarly_ #stockmarketcrash,Everyone rooting for the crypto crash is likely learning today that the stock market and crypto market behave similarly_ #stockmarketcrash,2
696,"Everyone saying __his is the right time to buy_ pls stop. 

I__e bought so many dips, I__ now the human version of Doolally housefries. 

#stockmarketcrash","Everyone saying __his is the right time to buy_ pls stop. I__e bought so many dips, I__ now the human version of Doolally housefries. #stockmarketcrash",2
697,"Everyone sees the #StockMarketCrash.

I see cheapies!!!!! 

                                               Yay!!",Everyone sees the #StockMarketCrash. I see cheapies!!!!! Yay!!,1
698,"Everyone talking about the #stockmarketcrash but here work managers begging me to do a night rte cos everyone calling out sick today cos no one wants to work __

Fine I__l make the OT like I always do while you all cry poor _¤·_____ï¸ __",Everyone talking about the #stockmarketcrash but here work managers begging me to do a night rte cos everyone calling out sick today cos no one wants to work __ Fine I__l make the OT like I always do while you all cry poor _¤·_____ï ̧ __,2
699,Everyone tweeting #bearmarket... I guess this is your first rodeo,Everyone tweeting #bearmarket... I guess this is your first rodeo,0
700,"Everyone was screaming ""It's a bear market"" a few weeks ago_

#cryptocurrency #Cryptos #BullMarket #BearMarket","Everyone was screaming ""It's a bear market"" a few weeks ago_ #cryptocurrency #Cryptos #BullMarket #BearMarket",2
701,Everyone who voted for Joe Biden in 2020 should be banned from voting in another Presidential Election for at least the next 8 years or at least until they can show they have some gd sense. #stockmarketcrash,Everyone who voted for Joe Biden in 2020 should be banned from voting in another Presidential Election for at least the next 8 years or at least until they can show they have some gd sense. #stockmarketcrash,2
